A British officer
A Californian
A. L. O. E.
Aaberg, J. C.
Mercer, S. C.
Merchant, Ella
Merchant, Thomas Edward
Mercier de Compiègne, Claude-François-Xavier
Mercier, Ernest
Mercier, Louis-Sébastien
Merck & Co.
Mercur, James
Meredith, Ellis
Meredith, George
Meredith, Isabel
Meredith, L. P.
Merenmaa, Martti
Mereto, Joseph J.
Merezhkovsky, Dmitry Sergeyevich
Meriläinen, Heikki
Merington, Marguerite
Merivale, Herman Charles
Merkley, George E.
Merle d'Aubigné, J. H.
Merlet, Luc.
Merlini, Domenico
Merliss, Reuben
Merret, Christopher
Merriam, George Spring
Merrick, Caroline E.
Merrick, George Byron
Merrick, Leonard
Merrick, W. Percy
Merrifield, Mary P.
Merril, Judith
Merrill, Clara A.
Merrill, Frederick J. H.
Merrill, Jason L.
Merrill, Rufus
Merrill, Stuart
Merriman, Charles Eustace
Merriman, Henry Seton
Merriman, Owen
Merriman, Roger Bigelow
Merritt, Abraham
Merry, William L.
Merryweather, F. Somner
Mertens, Charles de
Merwin, Bannister
Merwin, Henry Childs
Merwin, Sam
Merwin, Samuel
Merz, Heinrich
Merz, Robert L.
Merényi, László
Mesa Verde Museum Association
Meserve, Arthur L.
Mesick, John F.
Mesquita, Marcelino
Messenger, Ruth Ellis
Mestres, Apeles
Metastasio, Pietro
Metcalf, A.
Metcalf, Artie L.
Metcalf, John
Metcalf, William
Metcalfe, Edith
Metcalfe, Francis
Metcalfe, Frederick
Metchnikoff, Elie
Metchnikoff, Olga
Metelerkamp, Sanni
Methley, Alice A.
Methuen & Co.
Metropolitan Life Insurance Company
Metropolitan Museum of Art
Metternich, Clemens Wenzel Lothar, Fürst von
Meurice, Paul
Meurman, A.
Meurs, Johannes van
Mew, Charlotte Mary
Mew, James
Meyer, Adolf Bernhard
Meyer, Annie Nathan
Meyer, Conrad Ferdinand
Meyer, F. B.
Meyer, Guido
Meyer, Hans
Meyer, Henry C.
Meyer, Hugo Richard
Meyer, M. W.
Meyer, Robert B.
Meyer, Zoe
Meyer-Förster, Wilhelm
Meyer-Merian, Theodor
Meyerhoff, Howard A.
Meyers, Augustus
Meyn, Niels
Meynell, Alice
Meynell, Everard
Meyr, Melchior
Meyrink, Gustav
Meysenbug, Malwida von
Mezger, George
Miall, L. C.
Michael, Edmund
Michaelis, Richard
Michaud, Alfred Charles
Michaud, J. Fr.
Michaëlis, Karin
Michaëlis, Sophus
Micheaux, Oscar
Michel, Ernest
Michel, F.
Michelangelo Buonarroti
Michelet, Jules
Michell, E. B.
Michell, Thomas
Michels, Matthias Hubertus Henricus
Michelson, Albert A.
Michelson, B. N.
Michelson, Miriam
Michener, Charles B.
Michie, Alexander
Mickalitis, A. B.
Mickiewicz, Adam
Mickley, Jeremiah Marion
Middleton, Drew
Middleton, Edgar Charles
Middleton, George
Middleton, J. H.
Middleton, Lydia Miller
Middleton, Richard
Middleton, T. B.
Middleton, Thomas
Middleton, Thomas C.
Miers, Henry Alex
Mighels, Philip Verrill
Mignet, M.
Migula, W.
Mijer, Pieter
Mikes, Kelemen
Mikszáth, Kálmán
Milanesi, Guido
Miles, Alexander
Miles, Alfred H.
Miles, Anna Marie
Miles, Clement A.
Miles, Eustace
Miles, George H.
Miles, Hamish
Miles, Henry Downes
Miles, Nelson Appleton
Miles, Pliny
Miles, William Augustus
Militia of Mercy. Gift Book Committee
Milk Industry Foundation
Mill, Harriet Hardy Taylor
Mill, James
Mill, John Stuart
Mill, Mrs.
Millais, John Guille
Millar, John
Millard, Max
Millay, Edna St. Vincent
Mille, Pierre
Miller, Alex. McVeigh, Mrs.
Miller, Alice Duer
Miller, Barnette
Miller, Charles Conrad
Miller, Charles M.
Miller, Claude Harris
Miller, David
Miller, David Hunter
Miller, Delavan S.
Miller, E. P., Mrs.
Miller, Edwin L.
Miller, Elizabeth
Miller, Ellen
Miller, Florence Fenwick
Miller, Francis Trevelyan
Miller, Frank E.
Miller, Frank Justus
Miller, Freeman Edwin
Miller, George A.
Miller, George Laing
Miller, Gerrit S.
Miller, Gustavus Hindman
Miller, Harriet Parks
Miller, Helen Topping
Miller, Henry Russell
Miller, Hugh
Miller, Irene
Miller, J. R.
Miller, James
Miller, Joaquin
Miller, John
Miller, John A.
Miller, John C.
Miller, John Maurice
Miller, John Ormsby
Miller, Kelly
Miller, Leo E.
Miller, Lewis
Miller, M. E.
Miller, Madeleine S.
Miller, Marion Mills
Miller, Mary Ashe
Miller, Mary Christina
Miller, Mary Rogers
Miller, Olive Thorne
Miller, P. Schuyler
Miller, R. De Witt
Miller, Robert B.
Miller, Samuel
Miller, T. A. H.
Miller, Thomas
Miller, W. G.
Miller, W. J.
Miller, Walter M.
Miller, Warren H.
Miller, William
Miller, William Emer
Miller, William J.
Miller, William James
Millet, Francis Davis
Milligan, George
Milligan, Robert H.
Milligan, William
Millikan, Robert Andrews
Millingen, J. G.
Millington, Powell
Millington, W. H.
Mills, Anson
Mills, Arthur
Mills, Charles
Mills, Dorothy
Mills, Ella
Mills, Enos A.
Mills, Harlow S.
Mills, J. P.
Mills, J. Saxon
Mills, Joe
Mills, John
Mills, Lewis Sprague
Mills, Thomas Ross
Mills, W. W.
Mills, Wesley
Mills, Weymer Jay
Mills, William Hemingway
Mills, Winifred H.
Milly, Nicolas-Christiern de Thy, comte de
Milman, Henry Hart
Miln, Louise Jordan
Milne, A. A.
Milne, James
Milne, John
Milne, John Stewart
Milne, Peter
Milner, Alfred Milner, Viscount
Milosz, O. V. de L.
Milton, Archie Seldon
Milton, John
Milton, William Fitzwilliam, Viscount
Milán, Luis
Mims, Edwin
Minchin, Harry Christopher
Minckley, W. L.
Mindeleff, Cosmos
Mindeleff, Victor
Miner, Jack
Miner, James Burt
Ming, I
Mingins, Clara Wood
Ministers and Elders of the London Provinciall Assembly
Minkowski, H.
Minnesota Mining and Manufacturing Company
Minnigh, H. N.
Minto, William
Minute Tapioca Co.
Mioni, Ugo
Mira, José Paulo de
Mirabeau, Honoré-Gabriel de Riqueti, comte de
Miramon-Fargues, Vicomte de
Miranda, A. Augusto de
Miranda, Francisco Luís Coutinho de
Mirbeau, Octave
Mirrielees, Edith Ronald
Mirrlees, Hope
Mirsky, Reba Paeff
Misasi, Nicola
Mississippi Historical Society
Mistral, Frédéric
Mitchel, Cora
Mitchell, Alexander F.
Mitchell, Anne M.
Mitchell, Arthur
Mitchell, Broadus
Mitchell, C. Ainsworth
Mitchell, C. L.
Mitchell, Conrad
Mitchell, David M.
Mitchell, Donald Grant
Mitchell, Edmund
Mitchell, F.
Mitchell, George
Mitchell, I.
Mitchell, J. Murray
Mitchell, John Ames
Mitchell, Langdon Elwyn
Mitchell, Lebbeus
Mitchell, Logan
Mitchell, Lucy Sprague
Mitchell, Margaret Johnes
Mitchell, Maria
Mitchell, P. Chalmers, Sir
Mitchell, Ruth Comfort
Mitchell, S. Weir
Mitchell, T. L.
Mitford, Bertram
Mitford, Edward Ledwich
Mitford, Mary Russell
Mitra, Dinabandhu
Mitra, Peary Chand
Mitrany, David
Mitre, Bartolomé
Mittag-Leffler, Magnus Gustaf
Mittleman, E.
Mittler, Carl J.
Mitton, G. E.
Mivart, St. George Jackson
Mixson, Frank M.
Miyamori, Asataro
Miyoshi, Shoraku
Mizner, Addison
Mo, Di
Mo, Langzi, pseud.
Moberly, C. A. E.
Moberly, L. G.
Mobile. Committee on Causes and Extent of the Late Extraordinary Sickness and Mortality in the Town
Mockler, Geraldine
Mockler-Ferryman, A. F.
Moe, Jørgen Engebretsen
Moeller, Philip
Moens, Wies
Moffat, William D.
Moffett, Cleveland
Mogg, Edward S.
Moggridge, John Traherne
Mohlenbrock, Robert H.
Mohler, John R.
Mohler, Will
Mohn, V. Paul
Moinaux, Jules
Moir, D. M.
Moir, George
Moir, Randall W.
Moisa, Dorin Teodor
Mokveld, L.
Molard, Étienne
Molbech, Chr. K. F.
Moldenke, Charles E.
Moldeven, Meyer
Moldován, Gergely
Molenaar, P. J.
Molera, E. J.
Molesworth, Guilford L.
Molesworth, Mrs.
Molin, Pelle
Molina, Enrique
Molina, Tirso de
Molineux, Roland Burnham
Molins, W. Jaime
Molkenboer, Theodoor
Moll, Albert
Mollard, John
Mollenhoff, Clark R.
Mollett, John W.
Mollinger-Hooyer, Dina
Molloy, Gerald
Molloy, J. Fitzgerald
Molnár, Ferenc
Molo, Walter von
Molt, E.
Moltke, Helmuth, Graf von
Mommsen, Theodor
Monash, John, Sir
Monbrun, Alfred
Moncada, Francisco de
Moncalm, M.
Monckton, C. A. W.
Monckton, Horace Woollaston
Moncrieff, A. R. Hope
Moncrieff, Miss
Moncrieff, W. T.
Moncrif, M. de
Mondaini, Gennaro
Money, Edward
Money, L. G. Chiozza
Mongiardini-Rembadi, Gemma
Monier-Williams, Monier, Sir
Monk, Maria
Monkhouse, Allan
Monkhouse, W. Cosmo
Monks, William
Monnier, Marc
Monod, Gabriel
Monro, Alexander
Monro, D. B.
Monro, Donald
Monroe, Harriet
Monroe, Harriet Earhart
Monroe, J. Albert
Monroe, James
Monroe, W. S.
Monselet, Charles
Monserdá de Maciá, Dolores
Monstrelet, Enguerrand de
Montagu, Ashley
Montagu, Basil
Montagu, Edward Wortley
Montagu, Mary Wortley, Lady
Montagu, Mrs.
Montagu, Victor Alexander
Montague, C. E.
Montague, H. Gordon
Montague, Margaret Prescott
Montaigne, Michel de
Montalba, Anthony R.
Montalvor, Luís de
Montanari, Geminiano
Montanelli, Giuseppe
Montano, Joseph
Montblanc, Charles, comte de
Monteagle, William Parker, Baron
Montefiore, Judith Cohen, Lady
Montefiore, Moses, Sir
Monteiro, Joachim John
Monteiro, Ramalho
Monteith, James
Montero Ríos, Eugenio
Montes, Francisco
Montespan, Madame de
Montesquieu, Charles de Secondat, baron de
Montesquiou-Fézensac, Robert, comte de
Montessori, Maria
Monteverde, Cesare
Monteyne, Lode
Montfort, Eugène
Montgolfier, Adélaïde de
Montgomery Real Estate Agents' Association, Montgomery, Ala.
Montgomery, D. H.
Montgomery, Florence
Montgomery, Frances Trego
Montgomery, Helen Barrett
Montgomery, James
Montgomery, L. M.
Montgomery, Rutherford G.
Montgomery, Walter A.
Montholon, Charles-Tristan, comte de
Montijn-de Fouw, Nelly
Montizambert, Elizabeth
Montolieu, Isabelle de
Montorgueil, Georges
Montoya, Gabriel
Montpensier, Ferdinand François Philippe Marie d'Orléans, duc de
Montross, Lynn
Montrésor, F. F.
Moodie, J. W. Dunbar
Moodie, Roy Lee
Moodie, Susanna
Moody, Charles Stuart
Moody, Dwight Lyman
Moody, Joel
Moody, John
Moody, Julia
Moody, Katharine Twining
Moody, Linwood W.
Moody, R. S. H.
Moody, William R.
Moody, William Vaughn
Moojen, João
Moon, Carl
Moon, Grace
Moon, James H.
Moon, John W.
Mooney, James
Moor, J. F.
Moore, Addison Webster
Moore, Arthur
Moore, Aubertine Woodward
Moore, Bernard
Moore, Bloomfield H., Mrs.
Moore, C. L.
Moore, Charles Herbert
Moore, Clarence B.
Moore, Clement Clarke
Moore, Clifford Herschel
Moore, Cora
Moore, Dan T.
Moore, Daniel
Moore, Dorothea
Moore, Edward
Moore, Edward Alexander
Moore, Edward Caldwell
Moore, Eva
Moore, Francis
Moore, Frank
Moore, Frank Frankfort
Moore, Frederick Ferdinand
Moore, G. E.
Moore, Gay Montague
Moore, George
Moore, George Foot
Moore, Harris W.
Moore, Harry
Moore, Henry Charles
Moore, J. Hampton
Moore, J. Howard
Moore, James M.
Moore, Jane Newell
Moore, Joel R.
Moore, John
Moore, John Hamilton
Moore, John Trotwood
Moore, John W.
Moore, John, Prof.
Moore, Julia A.
Moore, Marianne
Moore, N. Hudson
Moore, Nelle E.
Moore, Rebecca Deming
Moore, T. Sturge
Moore, Thomas
Moore, Walter W.
Moore, Ward
Moore, William J.
Moore, Willis L.
Moore-Park, Carton
Moore-Willson, Minnie
Moorehead, Warren K.
Moorhouse, Herbert Joseph
Moorland, Jesse Edward
Moorman, F. W.
Moorman, J. J.
Moquin-Tandon, Alfred
Moraes, Anselmo de
Moraes, Wenceslau de
Moraitides, Alexandros
Moran, Frank E.
Moran, Mabel M.
Morand, Paul
Morandi, Luigi
Morang, George N.
Morant, George
Morante, José
Morató, Joseph
Mordaunt, Elinor
Mordell, Albert
More, Alexander Goodman
More, Hannah
More, Henry
More, Paul Elmer
More, Thomas, Saint
Moreau, Émile
Moreck, Curt
Morehart, Malcolm B.
Morel, E. D.
Morel, Emile
Morel, Jacques
Moreno, Bento
Moreno, Francisco Pascasio
Moreno, Marguerite
Moreton, Charles
Moreton, Marshall
Moreton, Robert
Morette, Edgar
Morey, Almira
Morford, Henry
Morga, Antonio de
Morgan, A. P.
Morgan, Alfred Powell
Morgan, Alice
Morgan, Appleton
Morgan, C. Lloyd
Morgan, Charles
Morgan, F. R.
Morgan, George Blacker
Morgan, Godfrey Charles
Morgan, J. H.
Morgan, J. de
Morgan, John
Morgan, John Tyler
Morgan, Lady
Morgan, Lewis Henry
Morgan, Louisa
Morgan, Shepard Ashman
Morgan, Sidney
Morgan, Thomas Hunt
Morgan, W. H.
Morgan, W. Y.
Morgan, William
Morganti, Bento
Morgenstern, Christian
Morgenthaler, Hans
Morgenthau, Henry
Morice, Charles
Morier, James Justinian
Morillo, Francisco
Morison, Daniel
Morison, J. L.
Morison, James Cotter
Morison, William
Moritz, Karl Philipp
Morlae, Edward
Morley, Christopher
Morley, Edward Williams
Morley, John
Morley, Margaret Warner
Morley, Sylvanus Griswold
Morley, Thomas
Morley, W. S.
Mornay, Philippe de, seigneur du Plessis-Marly
Morpurgo, Elia
Morrey, Charles Bradfield
Morris, Alexander
Morris, Alice A. Parmelee
Morris, C. L.
Morris, Charles
Morris, Charles E.
Morris, Clara
Morris, Corbyn
Morris, Edmund
Morris, Edward Ellis
Morris, Elisabeth Woodbridge
Morris, George Pope
Morris, Gouverneur
Morris, Harrison S.
Morris, J.
Morris, James Edwin, Mrs.
Morris, John G.
Morris, Joseph E.
Morris, Kenneth
Morris, Lewis
Morris, Mowbray
Morris, Percy C.
Morris, Richard
Morris, Thomas
Morris, William
Morris, William O'Connor
Morrison, Arthur
Morrison, Charles R.
Morrison, David
Morrison, George Austin
Morrison, George Ernest
Morrison, Gertrude W.
Morrison, Harry Steele
Morrison, John
Morrison, John Arch
Morrison, John F.
Morrison, Marion
Morrison, Sophia
Morrison, Thomas
Morrison, William Douglas
Morrissey, D. Allen
Morrissey, Dan
Morrow, Honoré
Morrow, Lowell Howard
Morrow, Maud E.
Morrow, W. C.
Morse, Edward Sylvester
Morse, Frances Clary
Morse, John
Morse, John T., Jr.
Morse, Katharine Duncan
Morse, Peter
Morse, Samuel Finley Breese
Morselli, Ercole Luigi
Mortimer, Favell Lee
Mortimer, G. W.
Mortimer, Geoffrey
Mortimer, Lee
Mortimer, Raymond
Mortimore, D.
Morton, Agnes H.
Morton, Cavendish
Morton, David
Morton, Edward
Morton, George A.
Morton, H. V.
Morton, James F.
Morton, John Maddison
Morton, Martha
Morton, Samuel George
Morton, Thomas
Morton, William A.
Mortreuil, Th.
Moréas, Jean
Mosby, John Singleton
Moscheles, Felix
Moselage, John
Moser, Gustav von
Moser, Isabel A.
Moses, Belle
Moses, Montrose Jonas
Moskowitz, Sam
Mosneron de Launay, Jean-Baptiste, baron
Moss, Arthur B.
Moss, C. R.
Moss, Edward George Britton
Moss, Edward L.
Moss, James A.
Moss, Maria J.
Mosso, A.
Mossé, George
Moszkowski, Alexander
Mota, João Xavier da
Mothersole, Jessie
Motley, John Lothrop
Motor, the automotive business magazine
Mott, F. W.
Mott, Henry A.
Mott, Lawrence
Mott, Walter Fenton
Mottram, R. H.
Mouchanow, Marfa
Mouhot, Henri
Moukhanoff, Michael
Moule, H. C. G.
Moulton, Forest Ray
Moulton, Louise Chandler
Moulton, Richard G.
Moulton, William U.
Mount Rushmore National Memorial Society of the Black Hills
Mount Vernon Ladies' Association of the Union
Mountain, Plum Rocky
Mountevans, Edward Ratcliffe Garth Russell Evans, Baron
Mountfort, William
Mouritz, A. A. St. M.
Mousinho de Albuquerque, Luís da Silva
Mousley, Edward O.
Moussu, G.
Mowbray, George M.
Mowbray, Jay Henry
Mower, Sarah S.
Mowry, Arthur May
Mowry, Sylvester
Mowry, William A.
Moxon, Elizabeth
Moxon, Joseph
Moya, Hidalgo
Moyer, Bess
Moyes, Helen Miller
Mozart, Wolfgang Amadeus
Mozzoni, Anna Maria
Mu, Shiying
Muddiman, Bernard
Muddock, J. E.
Mudge, James
Mudge, Zachariah Atwell
Mudgett, Herman W.
Mudie, Robert
Mueller, A.
Mueller, John Theodore
Mufti-zada, K. Ziya, bey
Mugaas, John N.
Muggleton, Lodowick
Muhammad, Prophet
Muir, Edwin
Muir, John
Muir, M. M. Pattison
Muir, Pearson M'Adam
Muir, Ramsay
Muir, Ward
Muir, William, Sir
Muirhead, James F.
Mukerji, A. P., swámi
Mukerji, Dhan Gopal
Mukerji, S.
Mulazzi, Virginia
Mulcaster, Richard
Mulets, Lenore Elizabeth
Mulford, Clarence Edward
Mulford, Furman Lloyd
Mulford, Prentice
Mulholland, Clara
Mullem, Louis
Mullen, Stanley
Mullens, Joseph
Muller, Eugène
Muller, J. W.
Muller, Samuel
Mullgardt, Louis Christian
Mullins, Isla May
Mullois, Isidore
Muls, Jozef
Multhauf, Robert P.
Multia, A. V.
Mumford, John Kimberly
Mumford, Lewis
Munde, Charles
Mundell, Frank
Mundy, Francis Noel Clarke
Mundy, Talbot
Munford, Beverley B.
Munger, Dell H.
Munk, J. A.
Munn, Charles Clark
Munn, William Augustus
Munro, Bruce Weston
Munro, Colin
Munro, John
Munro, John Josiah
Munro, Neil
Munro, Robert
Munro, Wilfred Harold
Munro, William Bennett
Munroe, Kirk
Munsell, A. H.
Munsell, Ida Hamilton
Munsell, Joel
Munsey, Frank Andrew
Munster, George Augustus Frederick FitzClarence, Earl of
Munthe, Axel
Murai, Gensai
Murasaki Shikibu
Muratori, Lodovico Antonio
Murdoch, B. J.
Murdoch, John
Murdock, Charles A.
Murdock, Myrtle Cheney
Mure, Benoît
Murger, Henri
Murie, Adolph
Murif, Jerome J.
Murison, Alexander Falconer
Murphy, Arthur
Murphy, Charles J.
Murphy, Emily F.
Murphy, Ethel Allen
Murphy, Henry Cruse
Murphy, John
Murphy, Lynne C.
Murphy, P. L.
Murphy, Robert F.
Murphy, Thos. D.
Murphy, Yolanda
Murray, A. J.
Murray, Andrew
Murray, Archibald K.
Murray, Charles
Murray, Charles Augustus, Sir
Murray, Charles Theodore
Murray, Clarence James
Murray, D. L.
Murray, David
Murray, David Christie
Murray, E. R.
Murray, Eustace Clare Grenville
Murray, Flora
Murray, Gilbert
Murray, Henry A.
Murray, James Augustus Henry, Sir
Murray, John
Murray, Margaret Alice
Murray, Marr
Murray, R. F.
Murray, Rosalind
Murray, Roy Irving
Murray, Samuel
Murray, Stewart Lygon
Murray, T. B.
Murray, W. H. H.
Murrey, Thomas J.
Murri, Romolo
Murros, Kaapo
Murry, John Middleton
Mursaloglu, B.
Muse, Benjamin
Museum of History and Technology
Musgrave, H.
Musgrave, Samuel
Musgrove, Charles David
Musgrove, Charles Hamilton
Mushanokoji, Saneatsu
Musick, John R.
Musil, Robert
Muskett, Philip E.
Musset, Alfred de
Musset, Paul de
Mussey, R. D.
Mussolini, Benito
Musson, Spencer C.
Mustakallio, Joh.
Mustakallio, Jooseppi
Mustasalo, Aarne
Muste, A. J.
Musters, George C.
Musäus, Johann Karl August
Muther, Richard
Mutzenberg, Charles Gustavus
Muybridge, Eadweard
Muzzey, A. B.
Muñoz Escámez, José
Muñoz Seca, Pedro
Myddleton, W. H.
Myer, Edmund J.
Myer, Isaac
Myers, Anna Balmer
Myers, F. W. H.
Myers, Frank M.
Myers, Gustavus
Myers, Howard L.
Myers, Jane Pentzer
Myers, P. V. N.
Myers, Sarah A.
Myers, William Starr
Myers-Funnell, Rozelle V.
Myerson, Abraham
Mygatt, Tracy D.
Myrand, Ernest
Myres, John Linton, Sir
Myrica, Pierre de
Myrtle, Harriet
Márki, Sándor
Mäkelä, August Bernhard
Mäkinen, Antti
Méléra, Marguerite-Yerta
Méneval, Claude-François, baron de
Méras, Albert A.
Méras, B.
Mérimée, Prosper
Mérouvel, Charles
Méry, Joseph
Méténier, Oscar
Móricz, Pál
Móricz, Zsigmond
Mörike, Eduard
Mörne, Arvid
Möser, Justus
Mücke, Hellmuth von
Mügge, Theodor
Mühlbach, L.
Mühlenfels, Hedwig von
Müller, Alfred Leopold
Müller, F. Max
Müller, Florian
Müller, Fritz
Müller, George
Müller, Karl Otfried
Müller, Michael
Müller, Susannah Grace Sanger
Müller, Willi
Müller-Partenkirchen, Fritz
Mültzer, Marcel
Münsterberg, Hugo
Müntz, Jean-Henri
Nabl, Franz
Nabonne, Bernard
Nadaillac, Jean-François-Albert du Pouget, marquis de
Nadar, Félix
Nadaud, Marcel
Nadin, Mihai
Nagai, Kafu
Nagel, Bart
Nagel, Oskar
Nagy, Endre
Nagy, Ignácz
Naidu, Sarojini
Naima, Mustafa
Naish, Ethel M.
Nakashima, Tadashi
Nalan, Xingde
Nalty, Bernard C.
Namiki, Senryu
Nankivell, Edward J.
Nanong, Balbino B.
Nansen, Fridtjof
Nansen, Peter
Napheys, George H.
Napier, Charles
Napier, Francis John Hamilton Scott
Napier, James
Napier, William Francis Patrick
Napoleon I, Emperor of the French
Napoleon III, Emperor of the French
Napton, William Barclay
Naquet, Alfred
Narayanan, A. R.
Nardini, Louis Raphael
Narragansett Machine Company
Nash, Gilbert
Nash, Thomas
Nash, Wallis
Nash, William H., Mrs.
Nasmith, George Gallie
Nasmith, Joseph
Nasmyth, James
Nason, Frank Lewis
Nassau, Robert Hamill
Nathan, George Jean
Nathan, Robert
Nathorst, A. G.
Nathusius, Marie
Nation, Carry Amelia
National Association for the Advancement of Colored People
National Atomic Museum
National Board for the Promotion of Rifle Practice
National Canners Association
National Conference on Workmen's Compensation for Industrial Accidents
National Council for Prevention of War
National Gallery of Art
National Industrial Conference Board
National Live Stock and Meat Board
National Promenade Band
National Research Council. Ad Hoc Panel on On-line Computers in Nuclear Research
National Security Council
National Sheet Metal Roofing Co.
Natsume, Soseki
Nattkemper, Leonard G.
Naubert, Benedikte
Naudé, Gabriel
Nauman, Mary D.
Naunton, Robert, Sir
Naval War College
Navarro y Lamarca, Carlos
Naville, Ernest
Naylor, Charles Wesley
Naylor, Edward W.
Naylor, H. R.
Naylor, J. B.
Naylor, John Anderton
Naylor, Robert Anderton
Nałkowska, Zofia
Neal, Allan
Neal, Arminta
Neal, John
Neal, John Randolph
Neal, Mary
Neal, Willard
Neal, William Bigelow
Neally, Amy
Nearing, Scott
Nebot Pérez, José
Neef, Frederick-Emil
Negretti, Enrico Angelo Lodovico
Negri, Ada
Negri, Antonio
Negri, Gaetano
Neighbor, Alfred
Neihardt, John G.
Neikirk, Lewis Irving
Neil, Henry M.
Neil, Marion Harris
Neill, Alexander Sutherland
Neilson, Francis
Neilson, William Allan
Nekrasov, Nikolai Alekseevich
Nell, William C.
Nelligan, Murray H.
Nelson, A. D.
Nelson, Edward William
Nelson, Ernesto
Nelson, George
Nelson, H. William
Nelson, Horatio Nelson, Viscount
Nelson, Jack A.
Nelson, James
Nelson, Kathleen Gray
Nelson, Loveday A.
Nelson, Thomas
Nelson, William S.
Nemiroff, Robert J.
Nemirovich-Danchenko, Vasilii Ivanovich
Nencioni, Enrico
Nerciat, Andréa de
Nerlich & Co.
Nerval, Gérard de
Nervander, Emil Fredrik
Nervander, Johan Jacob
Nesbit, E.
Nesbit, Hume
Nesbit, Wilbur D.
Nesbitt, Frances E.
Nesbitt, M. L.
Netherton, Nan
Netherton, Ross De Witt
Netscher, Adriaan David van der Gon
Nettelbeck, Joachim
Neuburger, Max
Neufeld, Charles
Neuhaus, Eugen
